주택유형,점유형태,주택나이,이사계획,공공임대주택입주의향,월평균가구소득,생활비,총자산,총부채,최종학력,주거지원1,주거지원2
4,1,5,2,2,500,350,14200,3000,3,3,10
4,1,1,2,2,200,170,27500,10000,3,3,10
4,1,7,2,2,400,200,12600,8000,3,4,8
2,2,6,2,2,280,200,12500,3100,3,2,10
4,1,6,2,2,520,320,18000,0,3,3,4
2,1,7,2,2,490,300,48500,21300,3,4,8
4,3,6,2,1,500,250,6300,0,3,2,10
4,2,1,2,2,400,350,22000,0,3,3,10
2,3,7,2,1,300,200,9000,0,3,3,5
4,3,6,2,1,250,200,2600,1000,3,2,10
5,1,8,1,2,800,400,23000,0,3,3,5
4,1,5,2,2,600,300,22700,5000,3,3,10
4,1,5,2,2,400,200,18200,0,3,3,10
1,1,3,2,2,800,450,47000,0,4,3,8
4,1,3,2,2,600,350,21000,3000,3,3,8
4,3,6,2,1,480,200,4000,3000,3,2,8
4,1,6,2,1,500,350,16500,0,3,5,6
4,1,6,2,2,520,350,37500,0,4,4,10
4,1,7,2,1,550,300,13400,0,3,3,6
4,3,5,2,1,300,250,4700,1000,2,6,5
1,1,6,2,2,300,250,53300,10000,4,4,8
4,2,7,2,1,300,300,12500,7000,4,3,10
4,1,1,2,2,450,300,44500,5000,4,3,8
4,1,1,2,2,450,300,44500,5000,3,3,8
4,1,6,3,1,400,300,6800,1000,3,3,4
4,3,3,1,1,300,200,4800,0,4,3,10
4,1,6,2,1,480,230,18500,200,3,3,2
4,1,5,1,1,650,400,24200,0,4,3,10
4,1,6,2,2,500,400,25000,0,4,3,10
4,3,8,1,1,250,200,1700,5000,4,6,5
4,3,5,2,1,300,250,5900,0,3,6,4
4,3,7,1,1,250,200,700,0,3,6,5
4,1,6,2,2,300,200,30000,0,4,3,10
6,1,2,2,2,510,350,38600,15000,3,4,8
4,2,7,2,2,350,300,97000,5000,4,3,5
4,1,6,2,1,450,130,15200,0,4,3,2
4,1,5,2,1,300,300,17500,1000,4,3,10
4,1,4,2,2,500,300,31000,7000,4,3,10
4,3,6,1,1,500,350,8500,2000,3,3,2
2,3,2,2,1,200,150,1000,0,3,6,7
4,1,6,1,1,400,200,7400,1450,4,6,7
4,1,1,2,2,500,500,45600,8000,4,3,10
4,1,5,2,2,450,200,18000,5000,4,3,4
4,1,6,2,1,380,300,25000,7000,3,3,10
6,3,2,2,2,725,400,28000,1000,4,3,7
1,2,8,1,1,250,150,5500,0,3,2,3
4,1,6,2,1,400,200,24700,2700,4,3,10
4,2,6,1,1,500,259,16800,150,4,2,3
4,2,6,2,1,400,350,12800,0,3,3,2
4,1,6,2,1,300,150,25500,800,4,3,10
6,1,2,2,2,500,350,44000,7000,4,4,8
4,3,7,1,1,280,100,4500,0,3,3,2
4,1,6,2,2,400,300,18200,5500,4,3,7
4,3,3,2,1,280,250,4500,0,3,3,2
4,1,6,2,1,450,350,23000,12000,4,3,10
4,2,3,3,1,280,280,9000,0,4,3,7
4,3,3,2,1,200,130,3700,0,3,1,2
4,1,6,2,1,520,250,23500,8000,4,3,8
4,1,6,2,2,500,300,17000,5000,4,3,8
4,1,1,2,2,800,500,30000,9500,4,3,10
4,2,3,2,1,560,250,28000,0,4,3,7
4,1,3,1,2,600,400,96500,4000,4,3,10
2,2,6,2,2,300,200,9700,5000,4,2,10
4,2,1,1,1,300,250,17400,0,4,3,10
3,3,7,2,1,300,200,7000,0,4,3,5
4,1,5,2,1,400,300,18000,3000,3,3,8
4,1,1,2,2,700,450,46500,8000,4,3,10
4,2,2,2,2,410,300,43500,20000,4,2,10
4,3,6,2,1,360,300,700,0,3,2,1
4,1,5,2,1,600,300,9999999,3000,3,3,8
4,1,4,2,2,400,300,18500,5000,4,3,8
4,1,3,2,2,560,300,38500,20000,4,3,8
4,1,1,2,2,500,350,50500,8500,4,3,8
4,1,1,2,2,600,400,62000,25000,4,3,7
4,1,6,2,1,270,160,16200,8000,4,3,2
4,1,5,2,1,350,250,26500,1500,4,3,10
4,3,3,2,1,250,250,3700,300,4,7,8
4,2,8,2,1,150,150,4900,0,1,6,5
4,3,7,1,1,190,200,200,0,1,2,10
4,1,1,2,2,810,400,63000,5000,4,3,7
4,1,3,2,2,700,400,25900,7000,4,3,8
2,3,7,2,1,300,250,9000,0,3,3,5
4,1,6,1,1,450,250,13300,2000,5,3,10
4,1,1,2,2,450,300,44500,5000,4,3,8
4,2,1,2,1,300,250,18000,3000,3,6,5
4,1,1,2,2,615,400,58500,22000,4,3,7
4,1,1,2,2,510,300,64900,15000,4,3,7
4,1,7,2,2,360,250,14500,0,4,3,8
4,3,3,1,1,300,200,5700,0,3,2,3
2,3,3,2,1,600,400,9000,0,4,7,6
4,1,6,2,2,434,300,18300,6000,4,3,7
4,3,6,2,1,270,250,5350,1000,3,2,10
2,3,7,2,1,310,200,5000,0,3,3,4
4,1,2,2,2,434,300,24200,9000,4,3,7
4,1,1,2,2,500,300,44000,5000,4,3,8
4,2,2,2,2,510,400,24500,9000,4,2,3
4,1,5,2,2,482,280,39700,23000,4,3,10
4,1,2,2,2,720,500,30000,9999999,4,3,10
5,1,8,2,2,380,300,8500,1300,4,3,7
4,2,5,1,2,350,300,12800,10000,4,3,10
4,1,6,2,1,350,250,16000,6000,4,3,4
4,3,2,1,2,520,300,19200,6000,3,3,10
1,1,9,2,1,270,200,7700,0,3,4,10
4,1,3,2,2,810,400,26100,6000,4,3,8
4,2,2,2,2,320,200,21500,4000,4,2,3
4,1,2,2,2,468,300,24200,9000,4,3,7
4,1,2,2,2,434,300,23200,9000,4,3,7
4,1,6,3,1,515,250,12100,1000,4,5,3
4,1,4,2,2,600,350,27500,8000,4,3,10
4,3,6,2,1,310,200,3000,1000,3,2,3
4,1,1,2,2,280,150,28500,1700,4,3,10
4,1,1,2,2,330,300,27000,9000,4,3,10
4,1,1,2,2,600,150,32500,15000,4,3,10
4,2,7,1,1,310,200,12500,0,4,2,10
4,2,6,1,2,320,100,12000,7000,3,2,3
2,3,1,2,1,500,250,3100,0,3,2,3
2,3,1,1,1,250,200,3500,0,3,6,5
4,1,1,2,2,700,350,48000,8500,4,3,8
5,3,6,1,1,500,300,5500,1500,3,3,2
4,3,3,3,1,280,200,3000,1000,4,2,3
4,1,1,2,2,600,300,82000,10000,4,3,7
2,2,9,2,2,500,250,10500,0,4,3,5
4,1,1,2,2,260,150,29000,7500,4,3,10
4,1,7,2,2,600,300,14000,4200,4,3,8
4,2,6,2,1,470,200,10500,7000,4,2,3
1,2,8,2,1,330,180,6800,0,1,6,2
4,2,6,2,1,230,150,12300,10000,4,3,2
1,1,8,2,2,83,80,3300,0,1,4,8
1,1,8,2,2,100,100,6000,0,1,4,8
1,1,8,2,2,55,55,1600,0,1,4,8
2,1,5,2,2,200,150,29000,0,2,3,2
1,1,5,2,2,80,80,5200,0,1,4,8
1,1,5,2,2,163,120,23000,1500,1,4,8
5,7,6,2,2,102,100,200,0,2,4,8
7,1,8,2,2,150,120,11000,0,3,3,4
1,1,8,2,2,125,100,11500,0,1,3,7
1,1,7,2,2,135,120,14000,0,1,4,8
4,4,5,3,1,60,60,0,15000,1,6,8
1,1,8,2,2,79,75,14200,0,1,4,10
1,1,8,2,2,150,100,5800,0,1,4,10
1,1,8,2,2,125,100,8500,0,1,3,4
1,7,8,2,2,81,130,2000,0,1,4,8
1,1,8,2,2,142,150,15500,1000,1,4,8
1,1,6,2,2,117,130,35000,0,1,4,8
4,3,4,2,1,100,100,2500,0,1,3,5
1,1,8,2,2,250,180,15000,0,3,3,2
1,7,8,2,2,89,100,0,0,1,4,8
7,1,8,2,2,300,150,23000,0,2,3,5
4,3,3,2,1,90,80,2300,0,2,3,5
1,1,8,2,1,160,100,9500,0,2,3,2
1,1,5,2,2,175,150,23500,0,1,4,8
1,1,8,2,2,50,40,1250,0,1,4,10
1,1,7,2,2,400,200,11500,0,2,3,5
4,3,4,2,2,110,100,1700,0,1,2,5
1,7,8,2,2,55,60,0,0,1,4,8
1,7,8,2,2,60,60,0,0,1,4,10
4,1,3,2,1,120,100,11000,0,3,6,7
1,1,8,2,1,150,120,24000,0,1,3,6
1,1,8,2,1,175,150,11500,0,1,4,8
1,1,8,2,2,140,120,16500,0,2,3,2
1,1,7,2,2,117,100,11000,0,1,4,8
4,1,7,2,1,90,100,9500,0,1,3,5
1,1,8,2,1,140,100,11500,0,3,3,5
1,1,8,2,2,108,100,17200,0,2,4,8
1,1,8,2,2,88,80,25000,0,1,4,10
1,1,8,2,2,138,120,14000,0,1,4,8
1,1,6,2,2,120,100,6000,5000,2,4,8
1,1,6,2,2,210,300,22000,32000,1,4,8
1,4,8,2,1,55,50,0,0,4,6,8
1,1,8,2,2,200,150,31500,0,3,3,5
1,1,8,2,2,130,100,19200,0,3,3,1
1,1,8,2,1,80,80,9100,0,1,4,10
1,7,8,2,1,130,100,10000,0,1,4,6
2,3,5,2,1,80,70,100,0,1,3,2
1,1,8,2,1,180,150,11500,0,1,4,8
1,1,8,2,2,121,120,39000,0,2,4,8
3,1,8,2,1,180,120,11000,0,1,3,2
1,1,8,2,2,167,130,12000,0,1,4,10
1,1,8,2,1,206,300,56000,0,2,4,8
1,1,8,2,2,105,80,14500,0,3,3,5
1,1,4,2,1,250,250,20500,2000,4,4,8
1,7,9,2,1,82,70,1000,0,1,6,8
1,1,2,2,2,118,100,17000,0,2,4,8
1,1,8,2,1,130,90,17000,0,3,3,5
1,7,8,2,2,65,50,0,0,1,4,8
1,1,8,2,2,93,100,2500,0,1,4,8
4,1,2,2,2,215,180,57000,0,3,4,8
1,1,7,2,2,135,120,8500,0,1,4,8
1,1,7,2,2,483,400,28500,0,1,4,8
1,1,6,2,2,164,150,19000,0,1,4,8
1,1,8,2,2,95,100,6500,0,1,4,8
1,1,8,2,1,135,100,14000,0,1,3,5
1,7,3,2,1,116,100,2000,0,3,6,4
1,1,8,2,2,114,80,10700,0,1,4,10
1,1,8,2,2,120,100,8600,0,1,4,10
1,1,8,2,2,197,180,11500,0,2,4,8
1,1,6,2,2,473,250,51000,0,2,4,8
1,1,6,2,2,200,150,23000,0,3,3,5
1,1,5,2,2,113,110,26500,0,1,4,8
1,1,8,2,2,130,130,3500,0,1,4,6
6,1,7,2,1,325,200,14000,0,3,3,5
4,1,7,2,2,300,250,12500,0,3,3,5
1,1,3,2,1,170,150,31000,2000,3,4,8
1,1,8,2,2,193,150,6200,0,2,4,8
1,1,8,2,2,101,100,17700,0,2,4,10
1,1,8,2,2,54,54,3000,0,1,4,8
1,1,8,2,2,110,100,31000,0,1,4,8
1,1,7,2,2,275,250,9500,0,2,4,10
1,1,7,2,1,232,200,48500,0,1,4,8
4,1,6,2,2,75,75,8000,0,1,4,8
6,2,3,2,1,141,100,10500,8000,3,6,2
1,7,8,2,2,770,400,98500,0,3,4,10
1,1,8,2,2,75,70,9000,0,1,3,2
1,1,8,2,2,100,80,12500,0,3,3,2
1,1,8,2,2,259,150,7500,0,1,4,8
1,4,8,2,1,55,50,0,0,4,6,8
1,1,8,2,2,135,120,7000,1500,1,4,8
4,1,7,2,2,170,100,10000,0,3,3,5
1,1,8,2,2,100,80,2000,150,1,4,8
1,1,3,2,2,280,200,43000,2000,4,4,8
1,1,8,2,2,117,100,8150,0,1,4,10
1,1,8,2,2,60,60,1000,0,1,4,10
1,1,8,2,2,155,150,12000,0,1,4,10
1,1,8,2,2,135,100,8500,0,1,3,2
1,1,8,2,2,60,50,6500,0,1,4,8
10,1,7,2,2,225,200,30000,3000,1,4,8
1,1,7,2,2,105,80,8300,0,2,3,2
1,1,8,2,2,240,200,26300,0,1,4,8
1,1,8,2,2,140,100,20000,0,3,3,2
10,1,8,2,2,90,70,21500,0,1,4,10
4,1,7,2,2,150,120,12000,0,2,4,5
1,1,2,2,2,300,200,14100,0,3,3,6
1,1,1,2,2,320,200,34000,10000,2,4,10
1,7,8,2,2,224,250,12000,2500,1,4,8
1,1,6,2,2,128,100,15500,0,1,4,10
1,1,5,2,2,290,200,14500,0,2,3,2
1,1,8,2,2,125,120,10000,0,1,4,8
1,1,8,2,2,113,100,12300,0,2,4,10
10,1,8,2,2,115,90,11000,0,2,4,10
4,1,7,2,2,400,250,15500,0,3,3,2
1,1,8,2,2,188,150,17200,0,1,4,8
1,1,8,2,2,55,50,10500,1000,1,4,8
1,1,5,2,2,250,250,12500,0,1,4,8
1,1,5,2,2,270,200,13000,0,3,3,8
1,1,1,2,2,150,120,16000,0,2,3,2
1,1,8,2,2,65,55,13000,0,1,4,8
4,1,5,2,1,400,250,4000,300,1,3,5
4,1,6,2,2,85,80,8300,0,1,4,8
4,1,7,2,1,300,200,8000,0,3,3,5
1,1,8,2,2,50,50,3730,0,1,4,10
1,1,8,2,2,225,150,31600,0,3,4,8
1,1,6,2,2,150,120,8500,0,2,4,8
1,1,6,2,2,201,150,18000,0,1,4,8
4,3,3,2,1,150,120,1750,0,3,5,3
1,1,8,2,2,150,200,10000,0,1,4,8
1,1,8,2,2,65,64,2300,0,1,4,10
1,1,8,2,2,85,100,16300,0,1,4,8
1,7,8,2,2,55,50,0,0,1,4,8
1,1,3,2,2,200,180,11500,0,3,3,2
2,1,3,2,2,350,300,43500,0,3,3,2
1,1,7,2,2,65,60,3500,0,1,4,8
1,1,6,2,2,150,120,8500,0,3,4,8
1,1,8,2,2,280,150,9500,0,3,4,10
1,1,8,2,2,330,200,9000,1500,2,4,10
4,3,3,2,1,80,80,2200,0,3,3,5
1,1,8,2,2,95,80,5000,0,1,4,10
1,1,8,2,2,50,50,3300,0,1,4,10
1,1,8,2,2,125,100,7500,0,1,3,2
1,1,7,2,1,30,200,14000,0,3,3,6
1,1,8,2,2,75,60,9500,0,1,4,8
1,7,8,2,1,100,80,200,0,1,3,2
1,1,6,2,2,300,200,24200,7000,3,4,8
1,1,5,2,2,50,50,6000,0,1,4,10
10,4,4,2,2,200,150,0,50000,2,3,5
6,1,7,2,2,450,300,13000,0,3,3,2
1,1,8,2,2,63,62,14700,1500,1,4,8
1,1,8,2,2,70,100,17000,0,1,8,4
1,1,8,2,2,267,200,29500,4000,2,4,8
1,1,8,2,2,250,200,12500,0,3,3,4
1,1,8,2,2,250,200,13300,0,3,3,5
7,1,8,2,2,400,300,16000,0,3,3,2
7,1,8,2,2,300,200,15000,0,3,3,5
1,1,8,2,2,130,80,9500,0,1,4,8
4,1,7,2,1,200,150,9500,0,3,3,5
1,1,8,2,2,330,230,16000,0,3,3,5
10,7,2,2,2,230,200,12600,0,3,3,7
1,1,8,2,2,350,250,10500,3500,2,4,8
1,1,4,2,1,300,200,8000,0,3,4,8
10,7,8,2,2,100,100,7500,0,4,4,8
6,1,3,2,1,600,250,21500,9000,4,7,3
1,7,8,1,2,520,150,31500,0,4,3,10
1,1,7,2,2,225,150,8000,0,1,4,8
1,1,8,2,1,125,100,15000,0,1,4,8
1,1,8,2,2,75,70,8500,0,1,3,5
1,1,6,2,2,105,100,14000,0,1,3,5
1,1,2,2,2,85,80,14800,0,1,4,8
1,1,2,2,2,450,350,21500,8000,4,7,6
10,7,2,2,1,210,150,8300,0,3,3,5
1,1,7,2,1,105,80,5000,0,1,3,2
1,1,8,2,2,105,100,11800,0,1,3,4
1,1,8,2,2,250,150,16000,0,3,3,2
1,7,8,2,1,339,200,1000,0,1,4,3
1,7,8,2,2,55,50,0,0,1,4,8
1,3,8,2,1,170,130,1000,5000,3,6,2
1,1,8,2,2,55,50,8500,0,1,4,8
1,7,8,2,2,95,100,3800,0,1,4,8
7,1,6,2,2,100,95,15000,0,1,4,8
1,1,8,2,2,74,60,6000,0,1,4,8
4,3,3,2,1,100,100,1500,10000,1,6,8
4,3,3,2,1,125,100,1500,0,1,6,8
1,1,8,2,2,55,55,3500,0,1,4,8
1,1,8,2,2,105,80,8500,0,1,3,2
1,7,8,2,2,80,70,91300,0,4,4,10
1,4,8,1,1,200,180,2100,0,3,3,2
1,1,8,2,2,400,300,33500,0,4,4,8
1,1,8,2,2,609,280,46500,0,2,4,10
4,2,1,2,2,375,200,18700,12000,3,2,5
1,1,8,2,2,50,50,1100,0,1,4,10
1,1,8,2,2,65,70,4000,0,1,4,10
1,1,5,2,2,100,90,6000,0,1,4,8
1,1,8,2,2,25,60,2300,0,1,3,2
1,1,8,2,2,200,150,8000,0,3,3,4
1,1,8,2,1,125,100,10000,0,1,3,5
1,1,8,2,2,80,80,6500,0,1,4,8
1,7,8,2,2,60,60,50,0,1,4,10
1,7,8,2,1,127,130,11000,0,1,4,8
1,7,8,2,2,90,100,2000,0,1,4,8
6,1,7,2,2,85,80,13000,0,2,3,1
1,4,8,2,1,100,100,0,0,1,1,2
1,4,8,3,1,50,150,0,7000,4,3,6
1,7,8,2,2,72,100,0,0,1,4,8
4,1,6,2,2,250,150,12000,0,3,5,3
1,1,9,3,2,130,130,4000,0,2,6,4
1,1,6,2,2,105,105,11000,0,1,4,8
1,1,8,2,2,125,100,8000,0,1,3,2
1,1,8,2,2,110,100,10000,0,3,3,5
1,1,8,2,2,175,150,28000,10000,3,4,8
1,4,8,2,2,89,70,300,0,1,3,1
4,3,4,2,1,187,150,3300,0,3,3,5
2,5,8,2,1,50,50,500,0,1,6,10
4,3,4,2,1,275,200,1200,0,3,3,4
1,1,7,2,2,75,70,7500,0,1,3,5
1,7,8,2,2,390,250,9500,0,4,4,8
4,3,4,2,1,340,200,2900,0,3,3,2
4,1,3,2,1,245,150,7700,0,1,4,6
1,7,8,2,2,80,60,0,0,1,4,8
4,2,3,2,1,60,60,3500,0,1,6,7
1,1,8,2,2,55,55,4300,0,1,4,8
1,1,8,2,1,70,60,6000,0,1,4,8
1,1,8,2,2,105,80,5500,0,3,3,2
1,1,8,2,1,75,70,9500,0,1,3,2
1,1,8,2,2,80,70,4300,0,1,3,2
4,1,7,2,2,75,60,7500,0,1,3,5
1,1,8,2,2,345,250,22000,0,3,4,10
4,1,6,2,2,120,80,9500,5650,2,4,8
1,1,8,2,2,77,60,13000,0,1,4,8
1,1,8,2,2,125,100,6200,0,1,3,2
1,5,8,2,1,50,50,3000,0,1,2,4
1,7,8,2,2,45,50,0,0,1,4,8
1,7,4,1,1,200,100,11500,0,4,3,5
4,1,6,2,1,75,60,8000,3000,1,4,8
1,1,8,2,1,180,100,8000,0,4,4,5
1,1,8,2,2,75,70,11000,0,1,3,5
1,1,7,2,2,150,150,16000,0,1,4,8
1,1,4,2,1,500,300,34500,3500,1,4,8
1,7,8,2,2,60,50,0,0,1,4,8
4,1,7,2,2,75,70,8000,0,1,3,5
1,7,8,2,1,135,135,730,0,3,6,10
4,1,7,2,2,80,70,7300,0,1,3,2
1,1,8,2,1,500,350,18000,0,4,4,8
4,2,5,2,2,45,100,4500,0,1,6,2
4,3,3,2,1,200,70,3800,0,3,2,3
1,1,8,2,2,66,60,3500,0,1,4,8
1,1,8,2,2,65,65,3300,0,1,4,8
1,1,3,2,1,120,100,15000,0,1,3,2
4,3,3,2,1,200,100,1400,0,3,2,7
1,1,8,2,2,55,55,3200,0,1,4,8
1,1,8,2,2,300,300,11000,0,3,4,10
1,1,3,2,2,150,100,4500,0,3,3,2
1,1,8,2,2,75,60,9500,0,1,4,8
1,1,8,2,2,95,80,10500,0,1,3,2
1,1,8,2,1,200,150,9500,0,3,3,5
3,4,5,2,1,250,150,1000,0,1,2,3
4,3,4,2,1,325,150,2700,0,3,3,2
1,7,8,2,1,100,100,0,0,2,4,2
2,3,2,2,1,180,150,800,0,3,3,2
10,7,9,2,1,150,100,0,0,1,6,1
2,3,5,2,1,70,70,100,0,3,3,5
2,3,4,2,1,400,150,3300,0,3,3,5
1,1,6,2,2,84,100,41500,0,3,4,8
1,1,6,2,2,400,250,13500,0,2,3,2
1,1,4,2,2,442,300,33500,10000,1,4,8
1,1,3,1,1,470,300,26800,7000,4,3,8
6,1,7,2,2,350,250,22500,0,3,3,4
4,3,3,2,1,220,120,2200,0,3,2,6
4,3,3,2,1,210,100,1500,0,3,2,3
1,1,8,2,2,275,150,45800,0,3,8,4
1,1,8,2,2,126,100,8500,0,1,4,8
4,2,1,2,1,420,300,16500,7000,3,3,5
4,3,5,1,2,450,250,8200,0,4,3,7
4,3,3,2,1,80,60,2300,0,1,3,5
1,1,8,2,2,65,65,2150,0,1,4,8
1,1,7,2,1,105,100,8400,0,1,3,6
1,7,6,2,2,300,250,1500,0,4,3,2
4,1,3,2,1,70,70,7000,0,1,6,8
1,1,8,2,2,68,60,4500,0,1,4,8
1,1,8,2,2,245,250,49000,0,1,4,8
1,1,6,2,2,125,130,14000,0,1,4,8
1,1,8,2,1,111,100,37000,0,1,4,8
1,7,8,2,1,65,50,10000,0,1,4,8
4,2,1,2,1,280,300,37500,9000,3,2,7
4,2,1,1,2,390,250,17000,6000,4,3,7
1,1,8,2,2,50,50,3300,0,1,4,10
1,1,8,2,1,180,130,11000,0,3,2,3
4,1,7,2,2,70,70,9300,0,1,3,2
4,1,3,2,2,200,150,11300,0,4,4,3
1,1,8,2,1,180,150,27000,30000,3,4,8
2,2,4,2,2,230,150,8300,4000,3,2,10
1,1,6,2,2,85,100,24500,0,3,6,7
6,2,3,2,1,300,250,13500,0,4,3,7
1,1,8,2,2,100,100,4500,0,1,4,8
1,1,8,2,2,60,50,3500,0,1,4,10
1,1,8,2,2,110,100,13000,0,1,4,8
2,3,3,2,2,50,50,400,0,3,3,2
3,1,8,2,2,75,75,12000,0,1,4,8
4,1,2,2,2,400,300,36000,6000,4,3,7
4,1,2,2,2,125,100,21500,9000,1,4,8
5,3,6,2,1,125,80,600,1000,2,6,4
6,2,3,2,1,260,230,11100,8000,3,5,6
1,1,8,2,2,52,50,8100,0,1,4,8
1,1,8,2,2,217,250,18300,2300,1,4,8
1,1,8,2,1,50,80,3000,0,4,4,8
1,1,8,2,2,80,80,18800,0,1,4,8
1,1,4,2,1,300,250,13000,0,4,2,3
1,7,8,2,2,56,50,130,0,1,4,10
1,7,8,2,2,132,100,1500,0,1,4,8
2,3,2,2,1,300,200,1800,0,3,3,2
4,1,2,2,2,98,90,21300,0,1,4,8
4,1,6,2,2,100,80,10000,0,1,4,8
4,4,5,2,1,60,60,0,0,3,6,8
2,3,9,2,1,80,80,500,0,2,2,6
1,1,8,2,2,100,100,7300,0,3,4,10
1,1,8,2,2,59,60,2300,0,1,4,10
1,1,8,2,2,280,150,5500,0,1,4,10
1,1,7,2,2,105,80,12000,0,1,3,2
1,1,7,2,2,70,70,5500,0,1,4,10
1,1,6,2,2,300,200,11700,0,4,3,2
2,2,3,2,1,280,200,5900,2200,4,5,6
2,3,3,2,2,70,70,20,0,3,3,2
1,1,8,2,2,134,120,56000,0,1,4,8
1,1,8,2,2,95,100,8800,0,1,4,8
1,1,8,2,2,100,100,13000,0,1,4,8
1,2,8,2,2,250,150,5500,0,4,3,5
2,3,2,2,1,100,100,100,0,3,3,4
2,3,2,2,1,100,100,100,0,3,3,4
2,3,3,2,2,100,100,200,0,3,3,2
2,3,3,2,1,80,80,300,0,3,3,6
2,3,3,2,2,70,70,300,0,3,3,4
2,3,2,2,2,250,200,1800,0,4,3,5
2,3,2,1,1,200,150,1000,0,3,3,2
2,3,4,2,2,0,80,300,0,3,3,5
4,3,4,2,1,240,150,1500,0,3,3,5
6,1,7,2,1,150,150,11500,0,3,3,4
7,3,8,2,2,150,150,360,0,3,3,5
7,3,8,2,1,200,150,60,0,3,3,5
1,1,8,2,2,90,100,20000,0,1,4,8
1,7,8,2,2,50,50,0,0,1,4,8
2,3,2,2,1,50,50,200,0,3,3,5
2,3,3,2,2,70,50,300,0,3,3,5
2,4,2,2,1,80,70,0,0,3,3,5
2,4,2,2,1,100,100,0,0,3,3,2
4,1,6,2,2,75,70,9000,0,3,4,8
4,3,5,1,1,210,150,4200,0,4,3,7
1,1,3,2,2,80,80,13500,0,1,4,8
5,1,7,2,2,120,80,8500,0,3,3,2
1,1,8,2,2,83,83,2300,0,1,4,8
1,1,7,2,2,70,80,6500,0,1,4,8
1,1,6,2,2,145,150,13500,0,1,4,8
1,1,6,2,2,190,150,12000,0,1,4,8
1,1,8,2,2,130,120,8500,3000,1,4,8
1,1,8,2,2,110,100,10400,0,2,3,5
4,1,7,2,2,80,80,9000,0,3,3,2
1,1,8,2,2,103,100,11500,0,1,4,8
1,1,8,2,2,108,100,4000,0,1,4,8
1,1,8,2,2,125,110,62000,0,1,3,8
1,1,8,2,2,90,60,9200,0,1,4,10
1,1,8,2,1,197,200,36000,0,3,4,8
1,1,7,2,2,147,130,12000,0,1,4,8
1,7,6,2,2,100,100,4000,0,1,4,8
1,1,8,2,2,105,100,31000,0,3,4,8
1,1,8,2,2,253,250,15500,0,1,4,10
1,7,6,2,1,92,100,5900,0,3,4,8
1,1,6,2,1,150,120,30000,0,2,3,5
1,7,8,2,1,177,150,9500,0,1,4,8
1,1,7,2,2,140,150,11700,0,1,3,6
1,1,6,2,1,180,120,23500,0,1,3,5
1,1,4,2,2,167,150,14500,0,1,4,8
1,1,4,2,2,195,150,9000,0,1,3,2
1,1,7,2,2,120,110,30300,0,3,4,8
1,1,5,2,1,200,180,10500,0,3,3,2
1,1,8,2,2,109,100,12000,0,1,4,8
1,1,6,2,1,160,150,13000,0,3,4,8
4,1,7,2,2,120,100,19500,0,1,3,5
4,3,4,2,1,120,100,2800,0,1,3,5
1,1,3,2,2,101,100,25000,0,1,4,10
1,2,5,2,1,200,200,9000,0,1,3,2
1,7,9,2,2,300,200,0,0,4,4,8
1,1,8,2,2,83,80,8500,0,1,4,8
1,7,8,2,2,160,150,6000,0,1,4,8
4,3,3,2,1,100,80,2500,0,1,3,2
1,1,8,2,2,120,120,17000,0,1,4,8
1,1,7,2,2,440,180,11200,0,3,3,6
1,1,6,2,1,170,130,11500,0,2,4,8
1,1,6,2,2,120,110,40500,0,2,4,8
2,1,2,2,2,220,150,238000,120000,3,4,10
4,3,3,2,1,80,70,3000,0,2,3,2
1,1,8,2,2,157,130,17000,0,1,4,8
1,1,8,2,2,170,150,15000,0,3,3,4
1,1,7,2,1,185,200,35000,0,2,4,8
1,1,8,2,2,300,250,15900,0,3,2,3
1,1,8,2,2,190,150,8000,0,1,3,4
1,1,7,2,2,150,100,8300,0,1,3,2
1,7,8,2,2,110,100,10500,0,1,4,5
1,1,3,2,2,200,159,14800,0,3,3,5
4,1,7,2,1,150,120,15000,0,3,3,5
1,1,7,2,2,145,120,9000,0,3,4,8
1,1,8,2,2,309,200,22000,1000,1,4,8
4,4,5,2,1,150,120,1000,0,4,1,6
1,1,8,2,2,120,100,7000,0,1,3,4
1,1,8,2,2,158,130,33000,3000,1,4,10
1,1,7,2,2,271,200,26000,0,1,4,8
3,1,8,2,2,200,200,67000,0,3,3,5
1,1,5,2,1,256,150,19500,0,1,4,8
1,4,8,2,1,118,100,100,6000,2,6,5
1,1,8,2,2,200,150,30000,0,3,3,2
4,1,7,2,2,175,150,12500,0,3,3,5
11,1,3,2,2,300,200,128000,100000,4,4,8
1,5,8,2,1,121,100,1000,2500,1,3,2
4,1,6,2,2,100,90,12500,5000,3,4,8
4,3,3,2,1,80,80,3300,0,3,3,5
1,1,7,2,2,150,130,21700,0,3,3,4
1,1,7,2,2,145,130,26000,0,1,4,8
1,1,8,2,2,210,150,11500,0,3,5,2
1,7,8,2,2,100,100,0,5000,1,4,8
1,1,5,2,2,400,250,27000,0,3,4,8
1,1,8,2,2,119,100,21000,0,1,4,10
4,1,6,2,2,225,150,25500,5000,4,4,8
6,1,7,2,2,350,250,11500,0,3,3,5
1,1,8,2,2,250,200,10000,0,3,3,4
1,1,5,2,2,200,150,87000,0,1,4,8
1,3,8,2,2,195,150,600,0,1,1,10
1,1,8,2,2,120,80,10500,0,1,3,2
1,7,8,2,1,250,250,9000,0,2,4,8
