수도권여부,연도,주택유형,점유형태,보유주택,주택나이,주택면적,만족도,이사계획,내집보유에대한생각,공공임대주택입주의향,가구주출생연도,총가구원수,월평균가구소득,생활비,주거관리비부담정도,총자산,총부채,최종학력,최종가중치,주거지원프로그램1,주거지원프로그램2
2,2019,2,3,2,5,16.5,3,2,2,2,1994,1,100,90,1,160,0,3,1202.689276,1,8
2,2019,2,3,2,7,16.5,3,2,2,2,1999,1,100,90,1,400,0,3,1202.689276,1,8
2,2019,2,3,2,5,16.5,3,2,2,2,2001,1,146,110,2,400,0,3,1202.689276,1,2
2,2019,3,2,2,2,66,3,2,1,2,1987,2,400,170,3,10400,0,4,635.3105289,3,10
2,2019,4,1,1,1,82.5,4,3,1,2,1989,1,200,50,2,38000,10000,4,1186.994352,3,6
2,2019,4,2,2,7,46.2,3,2,1,1,1964,3,150,100,2,6000,16000,3,196.3896399,3,6
2,2019,4,3,2,1,23.1,3,2,1,1,1988,1,200,150,2,2300,0,3,450.2137688,3,5
2,2019,8,3,2,1,23.1,3,2,2,1,1997,1,220,150,2,1400,0,3,420.8571001,1,2
2,2019,8,3,2,1,26.4,3,2,2,2,1995,1,230,150,2,4300,0,4,420.8571001,1,2
2,2020,4,1,2,4,89.1,3,2,1,2,1981,3,400,200,3,17500,4000,4,730.3550464,6,10
2,2020,4,2,2,2,59.4,4,2,1,1,1985,2,600,300,3,21000,5000,4,380.9771089,3,6
2,2020,2,3,2,8,13.2,3,2,1,1,1995,1,150,100,3,250,0,3,1202.689276,2,10
2,2020,2,3,2,6,33,3,2,1,1,1994,1,200,9999999,3,9999999,0,4,1718.127538,2,3
2,2020,3,3,2,5,33,3,2,2,2,1990,1,250,170,2,3000,0,4,833.1459351,2,8
2,2020,4,2,2,1,82.5,3,2,2,2,1991,2,450,300,2,26800,0,4,377.6386454,3,5
2,2020,4,3,2,7,59.4,3,2,2,1,1972,2,300,220,1,2100,0,3,314.3763724,1,5
2,2020,4,7,2,6,84.5,3,2,1,2,1952,1,210,130,1,15500,0,2,210.2553964,6,7
2,1980,1,1,2,8,66,3,2,1,2,1934,2,94,70,1,10700,0,1,125.6392503,4,8
2,2001,6,1,2,8,85.8,3,2,1,2,1942,3,122,120,1,10800,0,1,247.8953807,4,8
2,2011,4,3,2,7,23.1,3,2,2,1,1947,3,180,150,3,1600,0,3,58.57020432,6,10
2,2018,4,1,1,1,72.6,3,2,2,1,1952,2,250,250,1,9999999,14000,3,241.4270196,7,6
2,1992,1,1,2,7,99,3,2,1,2,1956,3,250,200,2,22500,0,3,204.7922935,4,8
2,1997,2,1,2,6,105.6,3,2,1,2,1962,4,430,300,2,44000,0,2,515.6448155,4,8
2,2016,1,3,2,6,99,3,2,1,1,1957,5,600,150,2,11500,3500,2,58.42081912,2,6
2,2017,4,1,2,4,92.4,4,2,1,2,1960,3,570,260,4,24500,6000,3,236.077863,8,3
2,1999,4,1,2,7,85.8,3,2,1,1,1959,2,800,500,3,9999999,0,4,243.5613226,2,3
2,2019,4,3,2,2,52.8,4,2,1,1,1967,4,290,200,2,3950,0,3,129.0108658,3,6
2,2019,4,1,2,4,89.1,3,2,1,2,1963,2,200,160,3,20600,4500,3,466.5791378,3,8
2,1989,2,1,2,9,66,2,2,1,1,1947,3,230,120,3,18900,0,1,234.0998334,4,10
2,2001,4,3,2,5,49.8,3,2,1,1,1967,2,400,300,2,12500,2500,3,162.2209258,7,3
2,2011,4,1,2,6,103.6,4,2,1,2,1961,2,500,500,2,47000,0,4,243.5613226,2,6
2,2018,1,3,2,8,92.4,3,2,2,1,1965,3,400,300,1,3000,0,3,163.6791676,5,3
2,2019,1,3,2,8,85.8,3,2,2,2,1964,2,300,200,2,7000,0,3,168.8676526,3,8
2,2019,4,2,2,4,92.4,3,2,2,2,1965,3,480,175,3,19200,0,3,196.3896399,8,3
2,2017,4,1,2,7,85.8,3,2,1,1,1967,3,9999999,9999999,3,9999999,9999999,3,452.2434211,2,6
2,2018,4,3,2,1,85.8,3,2,2,1,1965,4,300,200,2,14100,0,3,127.8803568,1,2
2,2010,4,1,2,4,92.4,3,2,1,2,1970,4,560,310,3,34000,1000,4,309.2170869,4,8
2,2000,4,1,2,5,56.1,3,2,1,2,1967,2,400,250,2,14000,0,3,424.1628526,4,8
2,2000,4,1,2,5,56.1,3,2,1,2,1968,5,400,350,2,12500,0,3,281.1064427,4,8
2,2013,4,3,2,4,92.4,3,2,1,2,1970,4,500,250,2,12000,0,4,129.0108658,3,2
2,2014,2,2,2,7,49.5,3,2,2,2,1968,2,300,200,2,10300,0,3,337.8771353,5,3
2,2017,4,3,2,5,59.7,3,2,1,2,1971,3,350,300,2,3500,3000,3,188.6839952,6,7
2,2020,1,2,2,8,72.6,3,2,1,2,1968,2,220,150,2,16000,0,3,175.7640199,3,10
2,2018,3,3,2,7,105.6,3,2,1,2,1972,4,300,200,3,1700,6000,3,347.436337,6,3
2,2015,2,1,2,6,99,3,2,1,2,1971,5,450,300,2,50500,0,4,515.6448155,4,8
2,2015,4,1,2,4,89.1,4,2,1,2,1983,4,300,200,2,18100,6500,4,581.421027,3,6
2,2016,3,2,2,7,59.4,4,2,1,1,1980,3,300,200,3,9200,0,4,528.8926376,3,6
2,2018,4,3,2,1,85.8,3,2,2,1,1968,5,430,300,2,6300,0,3,127.8803568,1,2
2,2019,4,2,2,4,92.4,4,2,1,2,1977,4,310,250,3,21500,0,4,216.8560671,3,4
2,2020,4,2,2,1,84.8,4,3,1,1,1970,4,400,350,1,20000,7000,4,133.1028485,6,7
2,2020,4,3,2,2,59.4,4,2,2,1,1969,3,500,300,2,4000,10000,3,188.6839952,2,5
2,2017,4,1,2,5,79.2,2,1,1,2,1971,5,500,9999999,2,23000,8000,4,309.2170869,3,7
2,2013,4,3,2,5,56.1,3,2,2,1,1978,5,350,300,1,3300,0,3,189.4067191,5,6
2,2016,2,2,2,5,9999999,3,1,1,1,1977,4,250,200,2,9999999,2000,4,361.6252511,2,8
2,2016,2,3,2,9,42.9,3,2,1,1,1968,4,300,200,2,1500,0,3,307.3374058,1,7
2,2018,4,2,2,2,59.4,3,2,1,2,1982,2,300,170,3,23000,0,4,380.9771089,3,8
2,2007,4,3,2,5,49.8,3,3,1,1,1970,4,350,300,2,7700,1000,3,107.5090549,7,6
2,2019,1,7,2,8,89.1,3,2,1,2,1976,6,480,300,2,9500,0,4,273.9705587,4,10
2,2005,4,1,2,6,82.5,4,2,1,2,1962,4,350,200,2,19000,0,3,309.2170869,4,8
2,2014,4,2,2,3,84.2,3,3,1,1,1974,4,320,300,1,16120,3000,4,216.8560671,3,5
2,2017,1,1,2,7,82.5,3,2,2,1,1970,4,350,200,1,14000,0,4,268.2389429,4,6
2,2018,4,2,2,5,56.1,3,2,2,2,1980,4,350,300,1,9400,0,4,197.1418792,5,3
2,2019,4,1,2,8,82.5,3,2,1,1,1983,4,300,170,2,12400,2000,3,726.7762837,5,10
2,2019,4,2,2,4,89.1,4,2,2,2,1979,5,360,250,2,13400,0,4,216.8560671,3,10
2,2017,4,2,2,6,66,3,2,1,1,1979,4,700,250,2,9999999,0,4,216.8560671,2,7
2,2017,1,3,2,9,49.5,3,3,1,1,1984,4,250,150,1,2800,0,3,210.432049,6,5
2,2019,4,1,2,1,82.5,4,2,1,2,1983,4,400,250,2,25500,10000,4,576.3260939,3,7
2,2019,4,1,2,1,82.5,4,2,1,2,1986,4,400,250,3,26000,10000,4,576.3260939,3,7
2,2019,4,1,2,1,82.5,4,2,1,2,1982,3,350,250,3,22000,13000,4,842.9019462,3,8
2,2018,4,2,2,3,84.2,3,3,1,1,1984,2,300,200,2,11620,1500,3,380.9771089,3,8
2,2020,4,2,2,7,59.4,3,2,1,2,1989,3,260,230,2,15900,0,4,369.2715279,3,5
2,2017,4,2,2,3,84.2,3,2,1,1,1979,3,300,250,2,14620,2500,4,317.1614177,3,8
2,2018,4,2,2,1,72.6,3,2,1,1,1989,4,395,300,2,10000,0,4,250.2733457,6,7
2,2020,4,2,2,1,84.8,4,2,1,1,1985,3,550,350,1,23000,6500,4,366.0356392,7,6
2,2019,4,2,2,4,92.4,3,2,1,2,1977,3,310,250,2,21500,0,4,317.1614177,3,5
2,2019,4,3,2,5,56.1,3,2,2,1,1980,3,390,250,1,3000,0,4,304.7171094,5,2
2,2020,4,2,2,5,79.2,3,2,1,1,1987,2,9999999,9999999,3,9999999,9999999,4,380.9771089,2,3
2,2020,4,2,2,1,84.8,4,3,1,2,1987,3,300,300,2,20000,5500,4,366.0356392,7,6
2,2020,4,3,2,6,59.4,3,2,1,1,1992,3,220,160,3,1900,0,3,426.7892047,2,3
2,2019,4,2,2,1,84.8,4,2,2,2,1992,3,300,300,1,21000,6500,4,528.3913892,6,7
2,2019,4,2,2,1,82.5,4,3,1,2,1980,2,400,250,3,15000,0,4,324.3478013,3,2
2,2019,4,2,2,7,82.5,3,2,1,2,1988,3,240,200,2,11900,0,4,369.2715279,3,8
2,2019,4,7,2,6,36.3,3,2,1,1,1989,2,300,200,2,1200,0,4,554.8465062,5,3
2,2020,4,7,2,7,85.8,3,1,1,1,1989,3,200,150,2,9999999,9999999,4,537.7987608,6,7
2,2018,4,1,2,6,59.4,3,2,1,1,1995,2,280,150,3,12200,7000,4,1055.367409,6,10
2,1994,4,1,2,7,79.2,4,2,1,2,1935,2,240,200,1,9100,0,3,116.1572113,3,4
2,1959,1,1,2,8,66,3,2,1,2,1936,2,100,100,1,4200,0,1,102.0700487,4,8
2,1983,1,1,2,8,82.5,2,2,1,2,1937,2,80,80,1,13000,0,1,102.0700487,4,10
2,2012,4,1,2,7,85.8,3,2,1,2,1934,3,202,180,1,9500,0,3,112.5882629,4,10
2,1990,1,1,2,7,115.5,4,3,1,2,1935,2,108,100,1,11500,0,1,102.0700487,4,8
2,1990,1,1,2,7,99,3,2,1,2,1943,2,162,150,1,76700,0,1,102.0700487,4,10
2,1970,1,1,2,8,92.4,2,2,1,2,1930,2,98,80,1,15000,0,1,102.0700487,4,10
2,1995,1,1,2,6,95.7,3,2,1,2,1941,2,91,100,1,8500,0,1,102.0700487,4,8
2,1975,1,1,2,8,62.7,2,2,1,2,1938,2,200,200,1,20000,0,3,102.0700487,4,10
2,2013,2,3,2,8,26.4,2,3,2,2,1942,1,30,30,1,100,0,1,111.7399549,1,6
2,1970,1,1,2,8,105.6,2,2,1,2,1945,2,200,150,1,19000,0,3,102.0700487,4,8
2,1985,1,1,2,9,66,2,2,1,2,1943,2,108,100,1,13300,0,1,102.0700487,4,8
2,2000,1,1,2,5,95.7,3,2,1,2,1941,1,134,80,1,16000,0,1,139.3210887,4,8
2,1998,1,1,2,6,99,3,3,1,2,1944,1,83,100,1,16000,0,3,139.3210887,7,3
2,2003,4,1,2,5,59.4,3,2,1,2,1940,2,81,80,1,15500,0,1,139.3886536,4,8
2,1985,1,1,2,8,82.5,3,2,1,2,1944,2,85,100,1,6500,0,1,102.0700487,4,8
2,1985,1,1,2,8,49.5,3,2,1,2,1942,2,146,120,1,18000,0,1,102.0700487,4,8
2,2014,4,3,2,4,49.5,3,2,2,1,1945,2,83,70,1,2500,0,1,58.1554243,1,8
2,1995,1,1,2,6,82.5,3,2,1,2,1954,2,146,150,1,39500,0,2,171.6483582,4,8
2,1998,4,1,2,6,49.5,4,2,1,2,1943,1,50,50,1,3800,0,1,146.3533299,3,4
2,2014,1,7,2,9,92.4,4,3,1,2,1942,1,40,40,1,1300,0,2,88.11242407,4,6
2,2010,1,3,2,7,198,3,2,2,2,1947,2,246,200,2,14000,0,2,42.58543889,8,3
2,1975,1,1,2,8,56.1,3,2,1,2,1937,2,120,100,1,18600,0,1,102.0700487,4,8
2,1975,1,1,2,8,66,1,2,1,2,1951,2,355,150,1,13000,0,1,85.05837392,4,10
2,1996,3,4,2,6,49.5,1,3,2,1,1953,1,72,60,1,300,0,1,1062.884716,4,8
2,2010,10,7,2,9,19.8,3,2,2,1,1948,2,146,120,2,25300,0,1,121.5980581,6,8
2,1977,1,1,2,9,72.6,2,2,1,2,1953,1,85,90,1,26500,0,2,234.2923947,4,8
2,1977,1,1,2,8,89.1,2,2,1,2,1940,1,80,50,1,9000,0,1,139.3210887,4,10
2,2000,1,1,2,8,66,3,2,1,2,1938,1,66,60,1,3300,0,1,139.3210887,8,4
2,2017,1,1,2,8,66,3,2,1,2,1951,1,130,120,2,16700,0,2,139.3210887,4,8
2,2019,1,1,2,1,56.1,4,2,1,2,1949,2,210,150,1,7500,0,1,85.05837392,4,3
2,2019,2,3,2,8,42.9,2,3,2,1,1956,1,180,100,1,400,0,3,187.9099701,6,2
2,1979,1,1,2,8,99,3,2,1,2,1959,3,180,150,1,49800,20000,2,138.6453631,4,8
2,1979,1,1,2,8,105.6,3,2,1,2,1953,3,150,150,1,19500,4000,3,166.3744357,4,7
2,2007,4,1,2,7,66,2,2,1,2,1951,1,60,50,2,5300,0,2,190.2593289,4,10
2,2019,2,3,2,8,23.1,3,2,1,1,1960,1,68,68,2,100,0,1,170.8272455,6,1
2,1980,1,1,2,8,82.5,3,2,1,2,1955,7,440,300,1,17900,0,2,113.7569192,4,8
2,1980,1,1,2,8,99,2,2,1,2,1957,2,218,180,1,28000,0,1,171.6483582,4,10
2,1980,1,1,2,8,105.6,3,2,1,2,1952,2,205,200,1,48800,13000,1,171.6483582,4,10
2,1980,1,1,2,8,92.4,4,2,1,2,1957,3,380,200,2,28000,0,3,166.3744357,2,6
2,1980,3,3,2,9,33,3,2,1,1,1952,1,100,100,3,9999999,10000,4,187.9099701,1,5
2,1983,1,4,2,8,49.5,3,3,1,1,1946,1,77,50,2,600,0,1,328.7880341,6,5
2,2003,1,1,1,8,92.4,2,2,1,2,1953,1,134,100,1,26100,0,2,234.2923947,4,10
2,2004,3,1,2,5,105.6,3,2,1,2,1941,2,120,100,1,36000,0,3,196.2127157,4,10
2,2013,4,3,2,6,36.3,4,2,2,1,1955,1,200,100,1,850,0,3,102.6849381,1,6
2,2016,1,3,2,6,49.5,3,2,2,1,1954,1,74,70,1,580,0,1,97.75095224,1,6
2,2017,1,3,2,9,26.4,2,3,2,1,1947,1,69,60,1,100,0,1,58.127235,1,8
2,2019,1,4,2,9,66,3,3,1,1,1951,1,77,60,2,700,0,1,328.7880341,5,6
2,2019,3,3,2,5,19.8,3,2,2,1,1951,1,62,60,1,350,0,2,111.7399549,1,6
2,2000,5,7,2,8,62.7,3,2,1,2,1956,1,60,60,1,3000,0,2,114.2124316,4,10
2,1990,1,1,2,7,75.9,3,2,1,2,1960,2,110,100,2,25000,1000,3,171.6483582,4,10
2,2019,2,3,2,8,49.5,1,3,2,1,1955,1,100,80,1,200,0,1,187.9099701,1,6
2,2020,2,3,2,5,49.5,3,3,1,1,1960,1,100,70,2,500,0,2,187.9099701,2,5
2,1983,1,1,2,8,66,2,2,1,2,1937,1,50,50,1,6100,0,1,139.3210887,4,8
2,2017,1,1,2,2,46.2,4,2,1,1,1952,2,500,300,1,11000,0,1,143.0402985,3,7
2,2019,1,2,2,8,39.6,1,3,1,1,1960,1,70,60,1,300,0,1,101.7429925,1,6
2,2017,1,4,2,8,33,3,3,1,1,1954,1,90,60,2,800,0,1,552.9136801,7,6
2,2018,2,3,2,9,39.6,3,2,2,1,1955,1,50,50,2,100,0,1,170.8272455,6,5
2,1985,1,1,2,8,49.5,3,2,1,2,1955,2,280,230,2,30700,0,2,171.6483582,4,8
2,1985,1,1,2,8,59.4,3,2,1,2,1955,2,180,150,2,27500,0,2,171.6483582,4,8
2,2010,1,1,2,8,59.4,3,2,1,2,1957,2,200,170,2,9700,0,2,171.6483582,4,8
2,2019,1,1,2,1,82.5,4,2,1,2,1958,2,140,150,1,18500,3000,3,171.6483582,3,10
2,1986,1,1,2,8,82.5,3,2,1,2,1959,2,250,200,2,32300,0,3,171.6483582,4,8
2,1994,1,5,2,9,85.8,3,2,1,2,1963,3,150,150,2,33000,1500,3,1074.495725,3,8
2,2020,2,3,2,7,66,3,2,1,1,1954,2,95,80,2,200,0,1,125.1522324,6,1
2,2014,2,3,2,8,33,3,2,1,1,1954,1,68,68,2,100,0,1,170.8272455,6,1
2,1994,1,1,2,7,85.8,3,3,1,2,1961,3,150,200,1,23500,0,3,166.3744357,4,8
2,2012,1,1,2,4,72.6,3,2,1,2,1962,2,150,150,1,11800,0,3,328.8188047,4,8
2,2016,1,1,2,8,95.7,2,3,1,2,1961,4,248,250,1,20000,0,3,94.7974327,4,3
2,2004,1,1,2,5,99,4,3,1,2,1968,2,400,280,1,33000,10000,3,328.8188047,3,8
2,2015,1,1,2,8,66,2,3,1,2,1959,2,520,300,2,11500,0,1,171.6483582,4,10
2,1990,1,1,2,8,42.9,3,2,1,2,1951,1,68,60,1,5600,0,2,139.3210887,4,8
2,1990,1,1,2,7,66,3,2,1,2,1964,3,180,180,1,9300,1000,2,318.7157957,4,8
2,1990,1,1,2,8,82.5,3,2,1,2,1941,3,312,200,1,27000,7000,1,82.44494213,4,8
2,1990,1,1,2,8,82.5,2,2,1,2,1941,2,357,100,2,10000,0,1,102.0700487,4,8
2,1995,1,1,2,8,46.2,3,2,1,2,1965,3,150,150,2,23000,0,3,455.3082796,4,8
2,2006,1,1,2,9,39.6,2,2,1,2,1934,1,57,50,1,1000,0,1,139.3210887,4,8
2,2010,1,1,2,5,99,3,2,1,2,1957,1,95,80,1,9500,0,3,195.2436622,3,4
2,2003,4,3,2,5,59.4,3,2,2,1,1963,3,340,300,1,3000,0,3,181.591491,1,6
2,1992,1,1,2,8,49.5,3,2,1,2,1942,1,68,55,1,7700,0,1,139.3210887,4,8
2,1992,1,1,2,8,69.3,2,2,1,2,1965,1,140,100,1,51000,0,3,448.8230821,4,7
2,2000,1,1,2,6,99,3,3,1,2,1964,2,300,200,1,62600,3500,3,328.8188047,3,4
2,1993,1,1,2,8,66,3,2,1,2,1928,1,82,70,1,6000,0,1,116.1009072,4,8
2,1993,1,1,2,8,82.5,3,2,1,1,1966,2,180,130,1,28800,0,3,274.0156706,4,3
2,2006,4,3,2,4,46.9,3,3,1,2,1968,3,230,200,2,8000,0,3,139.6857623,7,3
2,2006,4,3,2,4,46.9,3,2,1,1,1939,2,87,80,2,3300,0,1,44.73494177,6,4
2,2015,1,1,2,9,56.1,3,3,1,1,1971,3,300,200,1,7500,2000,3,318.7157957,3,7
2,1995,1,1,2,8,49.5,2,2,1,2,1955,2,130,100,1,10000,8000,1,171.6483582,4,8
2,2000,1,1,2,8,66,3,2,1,1,1940,1,50,50,1,2000,0,1,139.3210887,4,7
2,2010,1,4,2,8,46.2,1,3,2,1,1968,2,200,150,1,2000,0,3,775.9894028,6,1
2,2011,2,3,2,8,56.1,2,3,1,1,1964,3,147,140,1,200,0,2,255.6202293,1,6
2,2014,2,4,2,8,13.2,1,3,2,1,1959,1,60,60,1,0,0,1,1062.884716,1,6
2,2015,4,3,2,4,49.5,3,2,2,1,1967,3,230,200,1,2500,0,3,181.591491,1,2
2,2017,4,3,2,6,49.5,3,3,1,1,1957,1,110,100,1,1300,0,2,102.6849381,1,6
2,2018,5,2,2,6,89.1,3,3,1,1,1979,6,350,250,3,6000,4000,3,129.5777663,3,2
2,2019,1,3,2,9,115.5,3,3,1,1,1967,3,230,250,1,2300,2000,2,110.81158,2,7
2,2019,10,1,2,1,16.5,2,3,2,2,1967,1,50,50,1,700,0,1,2532.591334,8,10
2,2020,6,4,2,8,33,3,3,2,1,1958,1,50,50,3,0,1200,3,1125.520713,1,7
2,1996,1,1,2,8,75.9,3,2,1,2,1955,1,180,100,2,24300,0,1,334.7034209,4,8
2,2009,4,1,2,7,85.8,3,3,1,1,1968,4,300,300,1,9800,0,3,247.9948543,3,7
2,2009,4,3,2,4,62.7,4,3,1,1,1959,1,80,70,1,2550,0,1,133.4904195,1,10
2,2010,4,1,2,6,49.5,3,3,1,1,1957,2,248,150,1,5800,0,1,180.3123206,2,6
2,2015,4,3,2,6,36.3,3,3,1,1,1956,3,200,200,2,1900,0,3,72.91806741,2,6
2,2020,4,3,2,1,59.4,3,2,2,1,1970,2,9999999,9999999,2,16000,0,4,155.5930497,6,7
2,2015,4,1,2,4,132,3,2,1,1,1967,4,420,9999999,3,25000,9999999,4,297.5938251,6,7
2,2015,4,2,2,2,82.5,3,2,1,2,1967,4,460,400,2,22800,0,3,129.2320495,3,8
2,1999,4,1,2,7,85.8,3,3,1,1,1948,2,350,200,1,13300,0,2,116.1572113,4,10
2,2000,1,1,2,8,52.8,3,2,1,2,1940,1,68,60,1,6600,0,1,139.3210887,4,8
2,2000,1,1,2,8,62.7,2,2,1,2,1947,1,72,70,1,4000,0,1,139.3210887,4,8
2,2012,1,3,2,8,42.9,3,3,1,1,1942,1,87,50,1,1300,0,1,58.127235,1,6
2,2015,1,4,2,9,33,3,3,1,1,1942,1,74,60,1,300,0,1,328.7880341,6,8
2,2018,2,3,2,9,39.6,3,3,2,1,1946,1,50,40,1,2100,2000,3,111.7399549,6,5
2,2006,4,3,2,4,46.9,3,2,1,1,1966,2,300,250,2,8300,0,2,144.1136775,4,6
2,2017,3,3,2,5,19.8,3,2,2,1,1971,1,0,70,1,500,0,3,359.9704209,1,6
2,2007,4,3,2,6,49.5,3,3,1,1,1947,1,53,50,1,1300,0,1,61.06121108,2,1
2,2016,4,3,2,4,49.5,3,2,2,1,1972,3,260,220,1,4400,0,3,293.2629988,7,2
2,2010,1,1,2,9,56.1,2,3,1,2,1953,2,250,200,1,16100,5000,1,143.0402985,4,3
2,2020,1,5,2,7,19.8,3,2,2,1,1973,1,200,120,2,2200,0,3,1710.551304,1,6
2,2005,1,1,2,8,46.2,3,2,1,1,1963,2,87,80,1,6150,0,2,328.8188047,6,1
2,2005,1,1,2,8,49.5,1,3,1,1,1959,1,100,100,1,14300,0,3,234.2923947,4,6
2,2008,1,7,2,9,39.6,2,3,1,1,1948,1,57,50,1,100,0,1,88.11242407,6,8
2,2006,1,7,2,9,66,3,3,1,2,1942,1,52,40,2,500,0,1,80.1022037,1,10
2,2006,2,1,2,8,79.2,3,2,1,2,1943,1,100,100,1,21000,0,1,267.8216529,3,4
2,2006,4,1,2,7,85.8,3,2,1,2,1952,2,200,150,1,9500,0,3,195.3383473,4,8
2,2017,1,1,1,2,59.4,4,3,1,2,1979,1,350,300,1,54500,25000,3,724.8313356,7,3
2,2017,4,3,2,4,46.9,3,2,1,1,1983,6,260,240,2,2300,1000,3,179.5852313,2,3
2,2007,1,1,2,8,42.9,3,2,1,2,1952,1,78,65,1,6000,0,2,234.2923947,4,8
2,2007,1,1,2,8,82.5,3,2,1,2,1947,1,280,200,1,8000,0,4,139.3210887,4,8
2,2007,2,3,2,4,49.5,3,2,2,1,1938,1,62,60,1,600,0,1,111.7399549,1,6
2,2009,1,1,2,6,99,1,3,1,2,1977,3,280,200,1,6300,0,3,428.9277244,4,3
2,2009,2,3,2,4,49.5,3,2,2,1,1967,2,85,80,1,650,0,2,263.7231646,1,6
2,2009,2,7,2,5,82.5,3,2,1,2,1980,5,320,250,2,2000,0,3,427.8639613,3,8
2,2015,10,7,2,9,42.9,3,2,2,1,1971,2,200,150,2,300,0,3,391.7283144,2,6
2,2010,1,1,2,8,66,3,2,1,2,1944,2,225,80,2,7500,0,1,85.05837392,4,10
2,2010,1,1,2,8,49.5,2,2,1,2,1941,1,50,60,1,5500,0,1,154.8012096,4,8
2,2010,4,3,2,6,49.5,3,3,1,1,1968,2,170,130,1,1500,0,3,144.1136775,2,6
2,2014,4,3,2,4,56.1,4,2,1,1,1965,2,200,120,2,1300,0,3,187.3477808,1,10
2,2017,1,4,2,8,49.5,3,3,1,1,1959,1,100,70,2,0,0,2,552.9136801,5,6
2,2019,4,3,2,6,49.5,3,3,2,1,1980,1,200,150,1,1000,0,3,317.6768112,2,1
2,2012,1,1,2,8,49.5,2,2,1,2,1939,2,80,80,1,1000,0,1,102.0700487,4,8
2,2012,1,1,2,8,66,1,2,1,2,1949,2,230,150,1,5800,0,2,85.05837392,4,8
2,2012,1,1,2,5,82.5,3,3,1,2,1954,1,75,100,1,15000,0,2,195.2436622,4,3
2,2013,1,1,2,3,92.4,4,2,1,2,1946,1,69,70,1,14000,0,1,139.3210887,4,7
2,2013,1,1,2,7,99,3,2,1,2,1936,1,87,80,1,8500,0,1,139.3210887,4,3
2,2013,4,2,2,6,36.3,3,3,2,1,1942,1,55,50,1,1300,0,1,63.55488311,6,1
2,2018,2,3,2,5,16.5,3,2,1,1,1986,1,260,70,3,8600,0,3,676.8525436,3,2
2,2015,1,1,2,3,66,4,2,1,2,1952,1,60,60,1,10100,0,1,234.2923947,3,8
2,2015,1,1,2,8,66,2,2,1,2,1935,1,62,60,1,5500,0,1,116.1009072,4,8
2,2015,4,2,2,2,82.5,3,2,1,2,1970,3,400,300,2,22900,0,3,189.0074858,3,8
2,2015,4,3,2,4,49.5,3,2,1,1,1975,3,350,300,2,4800,0,3,293.2629988,3,5
2,2019,4,3,2,4,46.9,3,2,1,1,1962,1,170,130,1,5900,0,2,196.7087769,3,6
2,2016,1,1,2,6,99,3,2,1,2,1938,1,70,70,1,7200,0,1,139.3210887,4,8
2,2016,1,3,2,8,49.5,3,2,2,1,1960,1,145,120,1,600,0,2,97.75095224,1,6
2,2016,4,3,2,4,49.5,3,2,1,1,1980,3,36,220,2,5300,0,3,293.2629988,3,5
2,2019,10,7,2,9,13.2,3,2,1,1,1988,1,200,200,4,3000,0,4,589.5220188,7,3
2,2019,4,2,2,3,82.5,3,2,1,2,1988,1,250,200,2,26700,0,4,500.4697707,3,8
2,2017,1,1,2,2,33,3,2,1,2,1955,1,78,70,1,3500,0,3,234.2923947,4,8
2,2017,2,2,2,2,36.3,3,2,2,1,1966,1,200,150,3,7200,0,3,374.671213,5,8
2,2017,5,2,2,6,69.3,3,2,1,1,1970,1,100,60,3,3000,0,3,165.252897,3,7
2,2019,2,3,2,5,16.5,3,2,1,2,1992,1,250,60,3,3300,0,4,977.071677,2,3
2,2018,1,1,2,8,132,2,3,1,2,1967,5,248,200,1,24500,0,3,181.5990484,4,3
2,2018,10,7,2,9,23.1,3,2,1,1,1989,1,250,150,3,7000,0,3,1005.381179,3,5
2,2018,11,7,2,9,9999999,3,2,1,1,1989,2,80,80,2,0,0,3,736.566925,6,4
2,2018,2,2,2,2,33,3,2,2,1,1965,1,200,150,3,8500,0,3,374.671213,2,5
2,2018,2,3,2,4,19.8,3,2,2,1,1955,2,200,150,1,700,0,2,137.6674557,6,1
2,2018,4,3,2,1,36.3,3,2,1,1,1986,2,360,250,2,10200,0,4,352.270116,5,3
2,2018,4,3,2,1,36.3,3,2,1,1,1985,2,360,200,2,6100,0,4,352.270116,5,3
2,2018,4,3,2,1,36.3,3,2,1,1,1987,2,330,200,2,8600,0,4,352.270116,3,5
2,2019,2,3,2,2,23.1,3,2,2,2,1998,1,100,80,2,400,0,3,977.071677,1,2
2,2019,4,1,2,7,85.8,3,3,1,1,1943,1,100,100,1,11000,0,1,158.5494408,7,8
2,2019,4,1,2,1,112.2,4,2,1,2,1978,3,300,200,3,64000,12000,4,583.7623826,3,8
2,2019,4,3,2,6,49.5,3,3,1,1,1956,1,30,40,1,2100,0,1,102.6849381,2,1
2,2020,10,7,2,9,16.5,2,2,1,1,1984,1,200,100,3,5200,0,3,589.5220188,6,2
2,2020,2,2,2,3,49.5,3,2,1,2,1995,2,350,250,2,10900,0,3,745.0602562,3,5
2,1975,1,1,2,8,82.5,2,2,1,2,1932,2,130,130,1,8800,0,1,102.0700487,4,8
2,1960,1,1,2,8,59.4,3,2,1,2,1939,2,73,70,1,6300,0,2,102.0700487,4,8
2,2015,4,2,2,2,82.5,3,2,2,1,1937,2,76,70,1,19600,0,1,60.53042723,8,5
